component_id,production_id,part_id,qty_consumed
CMP-0000665,PRD-000148,P0161,9
CMP-0000666,PRD-000148,P0187,36
CMP-0000667,PRD-000148,P0259,36
CMP-0000668,PRD-000148,P0162,36
CMP-0000669,PRD-000148,P0179,36
CMP-0000670,PRD-000148,P0211,36
CMP-0000671,PRD-000149,P0117,25
CMP-0000672,PRD-000149,P0181,50
CMP-0000673,PRD-000149,P0170,75
CMP-0000674,PRD-000150,P0129,16
CMP-0000675,PRD-000150,P0025,24
CMP-0000676,PRD-000150,P0117,16
CMP-0000677,PRD-000151,P0156,100
CMP-0000678,PRD-000151,P0067,75
CMP-0000679,PRD-000151,P0137,50
CMP-0000680,PRD-000151,P0116,25
CMP-0000681,PRD-000151,P0101,50
CMP-0000682,PRD-000151,P0157,50
CMP-0000683,PRD-000152,P0012,8
CMP-0000684,PRD-000152,P0038,8
CMP-0000685,PRD-000152,P0308,32
CMP-0000686,PRD-000152,P0290,16
CMP-0000687,PRD-000152,P0040,8
CMP-0000688,PRD-000153,P0002,4
CMP-0000689,PRD-000153,P0237,4
CMP-0000690,PRD-000153,P0228,12
CMP-0000691,PRD-000154,P0160,20
CMP-0000692,PRD-000154,P0155,5
CMP-0000693,PRD-000154,P0186,10
CMP-0000694,PRD-000155,P0063,36
CMP-0000695,PRD-000155,P0071,144
CMP-0000696,PRD-000155,P0186,108
CMP-0000697,PRD-000155,P0282,72
CMP-0000698,PRD-000155,P0054,72
CMP-0000699,PRD-000156,P0106,39
CMP-0000700,PRD-000156,P0137,26
CMP-0000701,PRD-000156,P0190,13
CMP-0000702,PRD-000156,P0182,39
CMP-0000703,PRD-000156,P0128,13
CMP-0000704,PRD-000156,P0192,26
CMP-0000705,PRD-000157,P0134,63
CMP-0000706,PRD-000157,P0110,21
CMP-0000707,PRD-000157,P0192,21
CMP-0000708,PRD-000157,P0106,42
CMP-0000709,PRD-000157,P0177,84
CMP-0000710,PRD-000158,P0126,116
CMP-0000711,PRD-000158,P0047,116
CMP-0000712,PRD-000158,P0052,29
CMP-0000713,PRD-000159,P0130,25
CMP-0000714,PRD-000159,P0196,25
CMP-0000715,PRD-000159,P0096,25
CMP-0000716,PRD-000159,P0195,75
CMP-0000717,PRD-000159,P0239,100
CMP-0000718,PRD-000159,P0194,50
CMP-0000719,PRD-000160,P0245,15
CMP-0000720,PRD-000160,P0227,15
CMP-0000721,PRD-000160,P0308,20
CMP-0000722,PRD-000160,P0292,5
CMP-0000723,PRD-000160,P0249,5
CMP-0000724,PRD-000160,P0022,10
CMP-0000725,PRD-000161,P0110,88
CMP-0000726,PRD-000161,P0094,88
CMP-0000727,PRD-000161,P0295,44
CMP-0000728,PRD-000161,P0005,88
CMP-0000729,PRD-000161,P0122,88
CMP-0000730,PRD-000161,P0042,44
CMP-0000731,PRD-000162,P0121,38
CMP-0000732,PRD-000162,P0110,57
CMP-0000733,PRD-000162,P0118,19
CMP-0000734,PRD-000162,P0113,38
CMP-0000735,PRD-000162,P0132,19
CMP-0000736,PRD-000162,P0098,38
CMP-0000737,PRD-000163,P0144,26
CMP-0000738,PRD-000163,P0175,52
CMP-0000739,PRD-000163,P0078,26
CMP-0000740,PRD-000163,P0209,26
CMP-0000741,PRD-000163,P0174,26
CMP-0000742,PRD-000163,P0197,52
CMP-0000743,PRD-000164,P0174,39
CMP-0000744,PRD-000164,P0168,52
CMP-0000745,PRD-000164,P0182,13
CMP-0000746,PRD-000164,P0253,26
CMP-0000747,PRD-000165,P0200,40
CMP-0000748,PRD-000165,P0155,40
CMP-0000749,PRD-000165,P0210,10
CMP-0000750,PRD-000165,P0145,10
CMP-0000751,PRD-000166,P0116,16
CMP-0000752,PRD-000166,P0113,24
CMP-0000753,PRD-000166,P0133,24
CMP-0000754,PRD-000166,P0287,8
CMP-0000755,PRD-000166,P0298,8
CMP-0000756,PRD-000166,P0307,24
CMP-0000757,PRD-000167,P0062,7
CMP-0000758,PRD-000167,P0168,21
CMP-0000759,PRD-000167,P0086,7
CMP-0000760,PRD-000167,P0090,28
CMP-0000761,PRD-000168,P0013,16
CMP-0000762,PRD-000168,P0123,48
CMP-0000763,PRD-000168,P0236,48
CMP-0000764,PRD-000168,P0230,64
CMP-0000765,PRD-000168,P0105,32
CMP-0000766,PRD-000169,P0109,37
CMP-0000767,PRD-000169,P0221,74
CMP-0000768,PRD-000169,P0224,37
CMP-0000769,PRD-000169,P0179,148
CMP-0000770,PRD-000169,P0213,74
CMP-0000771,PRD-000170,P0227,25
CMP-0000772,PRD-000170,P0097,25
CMP-0000773,PRD-000170,P0094,100
CMP-0000774,PRD-000170,P0232,50
CMP-0000775,PRD-000171,P0133,39
CMP-0000776,PRD-000171,P0035,39
CMP-0000777,PRD-000171,P0111,13
CMP-0000778,PRD-000172,P0018,4
CMP-0000779,PRD-000172,P0126,8
CMP-0000780,PRD-000172,P0024,4
CMP-0000781,PRD-000172,P0289,4
CMP-0000782,PRD-000172,P0022,8
CMP-0000783,PRD-000172,P0095,8
CMP-0000784,PRD-000173,P0117,87
CMP-0000785,PRD-000173,P0162,87
CMP-0000786,PRD-000173,P0059,29
CMP-0000787,PRD-000174,P0081,105
CMP-0000788,PRD-000174,P0196,140
CMP-0000789,PRD-000174,P0090,70
CMP-0000790,PRD-000174,P0192,140
CMP-0000791,PRD-000174,P0177,140
CMP-0000792,PRD-000174,P0070,140
CMP-0000793,PRD-000175,P0095,96
CMP-0000794,PRD-000175,P0140,24
CMP-0000795,PRD-000175,P0157,24
CMP-0000796,PRD-000175,P0100,48
CMP-0000797,PRD-000175,P0180,96
CMP-0000798,PRD-000176,P0275,112
CMP-0000799,PRD-000176,P0186,28
CMP-0000800,PRD-000176,P0160,56
CMP-0000801,PRD-000176,P0257,84
CMP-0000802,PRD-000176,P0260,112
CMP-0000803,PRD-000176,P0164,84
CMP-0000804,PRD-000177,P0214,72
CMP-0000805,PRD-000177,P0200,72
CMP-0000806,PRD-000177,P0213,48
CMP-0000807,PRD-000178,P0266,9
CMP-0000808,PRD-000178,P0271,18
CMP-0000809,PRD-000178,P0143,27
CMP-0000810,PRD-000178,P0162,27
CMP-0000811,PRD-000179,P0204,56
CMP-0000812,PRD-000179,P0069,56
CMP-0000813,PRD-000179,P0188,56
CMP-0000814,PRD-000179,P0059,56
CMP-0000815,PRD-000180,P0258,50
CMP-0000816,PRD-000180,P0256,50
CMP-0000817,PRD-000180,P0068,25
CMP-0000818,PRD-000181,P0190,39
CMP-0000819,PRD-000181,P0180,26
CMP-0000820,PRD-000181,P0106,39
CMP-0000821,PRD-000181,P0102,26
CMP-0000822,PRD-000182,P0109,93
CMP-0000823,PRD-000182,P0096,93
CMP-0000824,PRD-000182,P0226,124
CMP-0000825,PRD-000182,P0035,93
CMP-0000826,PRD-000182,P0287,62
CMP-0000827,PRD-000182,P0135,31
CMP-0000828,PRD-000183,P0145,54
CMP-0000829,PRD-000183,P0151,72
CMP-0000830,PRD-000183,P0141,36
CMP-0000831,PRD-000183,P0181,36
CMP-0000832,PRD-000183,P0053,36
CMP-0000833,PRD-000184,P0101,44
CMP-0000834,PRD-000184,P0165,66
CMP-0000835,PRD-000184,P0056,44
CMP-0000836,PRD-000185,P0174,56
CMP-0000837,PRD-000185,P0147,42
CMP-0000838,PRD-000185,P0204,28
CMP-0000839,PRD-000185,P0266,56
CMP-0000840,PRD-000185,P0184,14
CMP-0000841,PRD-000186,P0241,8
CMP-0000842,PRD-000186,P0251,2
CMP-0000843,PRD-000186,P0096,2
CMP-0000844,PRD-000187,P0097,16
CMP-0000845,PRD-000187,P0122,16
CMP-0000846,PRD-000187,P0103,32
CMP-0000847,PRD-000187,P0094,16
CMP-0000848,PRD-000187,P0177,16
CMP-0000849,PRD-000187,P0211,48
CMP-0000850,PRD-000188,P0260,48
CMP-0000851,PRD-000188,P0194,16
CMP-0000852,PRD-000188,P0268,16
CMP-0000853,PRD-000188,P0209,32
CMP-0000854,PRD-000188,P0062,64
CMP-0000855,PRD-000188,P0185,16
CMP-0000856,PRD-000189,P0040,128
CMP-0000857,PRD-000189,P0309,128
CMP-0000858,PRD-000189,P0104,96
CMP-0000859,PRD-000190,P0119,33
CMP-0000860,PRD-000190,P0008,66
CMP-0000861,PRD-000190,P0026,33
CMP-0000862,PRD-000190,P0006,132
CMP-0000863,PRD-000190,P0103,99
CMP-0000864,PRD-000190,P0101,66
CMP-0000865,PRD-000191,P0149,50
CMP-0000866,PRD-000191,P0096,25
CMP-0000867,PRD-000191,P0085,25
CMP-0000868,PRD-000192,P0178,160
CMP-0000869,PRD-000192,P0203,40
CMP-0000870,PRD-000192,P0113,80
CMP-0000871,PRD-000193,P0114,44
CMP-0000872,PRD-000193,P0090,66
CMP-0000873,PRD-000193,P0067,88
CMP-0000874,PRD-000193,P0137,44
CMP-0000875,PRD-000193,P0088,88
CMP-0000876,PRD-000193,P0071,22
CMP-0000877,PRD-000194,P0095,11
CMP-0000878,PRD-000194,P0144,22
CMP-0000879,PRD-000194,P0085,22
CMP-0000880,PRD-000194,P0172,22
CMP-0000881,PRD-000195,P0136,8
CMP-0000882,PRD-000195,P0151,8
CMP-0000883,PRD-000195,P0176,8
CMP-0000884,PRD-000195,P0144,8
CMP-0000885,PRD-000195,P0155,12
CMP-0000886,PRD-000195,P0152,8
CMP-0000887,PRD-000196,P0006,81
CMP-0000888,PRD-000196,P0229,27
CMP-0000889,PRD-000196,P0117,108
CMP-0000890,PRD-000196,P0104,108
CMP-0000891,PRD-000196,P0109,108
CMP-0000892,PRD-000196,P0041,108
CMP-0000893,PRD-000197,P0221,32
CMP-0000894,PRD-000197,P0251,32
CMP-0000895,PRD-000197,P0043,24
CMP-0000896,PRD-000197,P0028,24
CMP-0000897,PRD-000197,P0009,32
CMP-0000898,PRD-000198,P0179,40
CMP-0000899,PRD-000198,P0090,20
CMP-0000900,PRD-000198,P0163,20
CMP-0000901,PRD-000198,P0201,20
CMP-0000902,PRD-000198,P0062,40
CMP-0000903,PRD-000199,P0281,56
CMP-0000904,PRD-000199,P0254,56
CMP-0000905,PRD-000199,P0196,112
CMP-0000906,PRD-000200,P0157,76
CMP-0000907,PRD-000200,P0253,38
CMP-0000908,PRD-000200,P0177,38
CMP-0000909,PRD-000200,P0198,38
CMP-0000910,PRD-000200,P0205,38
CMP-0000911,PRD-000201,P0100,20
CMP-0000912,PRD-000201,P0125,20
CMP-0000913,PRD-000201,P0104,80
CMP-0000914,PRD-000202,P0103,64
CMP-0000915,PRD-000202,P0094,16
CMP-0000916,PRD-000202,P0133,64
CMP-0000917,PRD-000202,P0162,48
CMP-0000918,PRD-000202,P0196,32
CMP-0000919,PRD-000202,P0191,64
CMP-0000920,PRD-000203,P0024,18
CMP-0000921,PRD-000203,P0122,12
CMP-0000922,PRD-000203,P0223,24
CMP-0000923,PRD-000203,P0131,12
CMP-0000924,PRD-000203,P0118,6
CMP-0000925,PRD-000204,P0106,96
CMP-0000926,PRD-000204,P0110,48
CMP-0000927,PRD-000204,P0097,96
CMP-0000928,PRD-000205,P0110,42
CMP-0000929,PRD-000205,P0292,42
CMP-0000930,PRD-000205,P0048,42
CMP-0000931,PRD-000205,P0117,42
CMP-0000932,PRD-000205,P0052,14
CMP-0000933,PRD-000205,P0310,28
CMP-0000934,PRD-000206,P0088,23
CMP-0000935,PRD-000206,P0192,92
CMP-0000936,PRD-000206,P0078,69
CMP-0000937,PRD-000207,P0120,34
CMP-0000938,PRD-000207,P0194,68
CMP-0000939,PRD-000207,P0163,68
CMP-0000940,PRD-000207,P0129,68
CMP-0000941,PRD-000207,P0144,17
CMP-0000942,PRD-000208,P0304,21
CMP-0000943,PRD-000208,P0302,42
CMP-0000944,PRD-000208,P0041,42
CMP-0000945,PRD-000209,P0100,12
CMP-0000946,PRD-000209,P0108,12
CMP-0000947,PRD-000209,P0121,6
CMP-0000948,PRD-000209,P0167,6
CMP-0000949,PRD-000210,P0169,30
CMP-0000950,PRD-000210,P0207,60
CMP-0000951,PRD-000210,P0178,15
CMP-0000952,PRD-000210,P0261,15
CMP-0000953,PRD-000210,P0262,45
CMP-0000954,PRD-000210,P0216,60
CMP-0000955,PRD-000211,P0210,8
CMP-0000956,PRD-000211,P0174,16
CMP-0000957,PRD-000211,P0070,24
CMP-0000958,PRD-000212,P0265,23
CMP-0000959,PRD-000212,P0146,46
CMP-0000960,PRD-000212,P0162,69
CMP-0000961,PRD-000212,P0140,92
CMP-0000962,PRD-000212,P0204,46
CMP-0000963,PRD-000212,P0266,23
CMP-0000964,PRD-000213,P0214,156
CMP-0000965,PRD-000213,P0094,78
CMP-0000966,PRD-000213,P0180,156
CMP-0000967,PRD-000213,P0124,156
CMP-0000968,PRD-000213,P0118,78
CMP-0000969,PRD-000214,P0289,6
CMP-0000970,PRD-000214,P0112,8
CMP-0000971,PRD-000214,P0295,4
CMP-0000972,PRD-000214,P0025,4
CMP-0000973,PRD-000214,P0036,8
CMP-0000974,PRD-000214,P0044,4
CMP-0000975,PRD-000215,P0221,9
CMP-0000976,PRD-000215,P0108,9
CMP-0000977,PRD-000215,P0249,27
CMP-0000978,PRD-000215,P0120,9
CMP-0000979,PRD-000215,P0212,18
CMP-0000980,PRD-000215,P0248,36
CMP-0000981,PRD-000216,P0097,21
CMP-0000982,PRD-000216,P0131,28
CMP-0000983,PRD-000216,P0088,14
CMP-0000984,PRD-000216,P0113,14
CMP-0000985,PRD-000216,P0059,7
CMP-0000986,PRD-000217,P0097,28
CMP-0000987,PRD-000217,P0050,84
CMP-0000988,PRD-000217,P0132,28
CMP-0000989,PRD-000217,P0039,84
CMP-0000990,PRD-000217,P0306,84
CMP-0000991,PRD-000217,P0044,84
CMP-0000992,PRD-000218,P0191,25
CMP-0000993,PRD-000218,P0183,75
CMP-0000994,PRD-000218,P0182,25
CMP-0000995,PRD-000218,P0195,50
CMP-0000996,PRD-000218,P0213,50
CMP-0000997,PRD-000219,P0061,4
CMP-0000998,PRD-000219,P0181,8
CMP-0000999,PRD-000219,P0200,6
CMP-0001000,PRD-000220,P0191,20
CMP-0001001,PRD-000220,P0116,15
CMP-0001002,PRD-000220,P0117,15
CMP-0001003,PRD-000221,P0165,16
CMP-0001004,PRD-000221,P0191,8
CMP-0001005,PRD-000221,P0149,24
CMP-0001006,PRD-000221,P0144,8
CMP-0001007,PRD-000222,P0173,36
CMP-0001008,PRD-000222,P0212,72
CMP-0001009,PRD-000222,P0209,108
CMP-0001010,PRD-000222,P0185,108
CMP-0001011,PRD-000223,P0045,64
CMP-0001012,PRD-000223,P0230,96
CMP-0001013,PRD-000223,P0024,128
CMP-0001014,PRD-000223,P0015,32
CMP-0001015,PRD-000224,P0096,60
CMP-0001016,PRD-000224,P0128,60
CMP-0001017,PRD-000224,P0138,20
CMP-0001018,PRD-000225,P0140,60
CMP-0001019,PRD-000225,P0091,30
CMP-0001020,PRD-000225,P0059,15
CMP-0001021,PRD-000225,P0199,30
CMP-0001022,PRD-000225,P0076,45
CMP-0001023,PRD-000226,P0187,16
CMP-0001024,PRD-000226,P0076,12
CMP-0001025,PRD-000226,P0071,4
CMP-0001026,PRD-000226,P0057,16
CMP-0001027,PRD-000226,P0053,4
CMP-0001028,PRD-000227,P0163,8
CMP-0001029,PRD-000227,P0131,6
CMP-0001030,PRD-000227,P0169,4
CMP-0001031,PRD-000228,P0204,15
CMP-0001032,PRD-000228,P0151,15
CMP-0001033,PRD-000228,P0196,45
CMP-0001034,PRD-000229,P0114,100
CMP-0001035,PRD-000229,P0135,100
CMP-0001036,PRD-000229,P0010,50
CMP-0001037,PRD-000229,P0287,25
CMP-0001038,PRD-000229,P0024,75
CMP-0001039,PRD-000230,P0070,54
CMP-0001040,PRD-000230,P0263,72
CMP-0001041,PRD-000230,P0212,36
CMP-0001042,PRD-000231,P0197,34
CMP-0001043,PRD-000231,P0203,68
CMP-0001044,PRD-000231,P0172,68
CMP-0001045,PRD-000231,P0125,51
CMP-0001046,PRD-000232,P0003,20
CMP-0001047,PRD-000232,P0048,10
CMP-0001048,PRD-000232,P0127,20
CMP-0001049,PRD-000232,P0230,15
CMP-0001050,PRD-000232,P0013,20
CMP-0001051,PRD-000233,P0097,96
CMP-0001052,PRD-000233,P0242,72
CMP-0001053,PRD-000233,P0231,48
CMP-0001054,PRD-000233,P0050,96
CMP-0001055,PRD-000233,P0011,96
CMP-0001056,PRD-000233,P0031,48
CMP-0001057,PRD-000234,P0100,20
CMP-0001058,PRD-000234,P0196,40
CMP-0001059,PRD-000234,P0133,40
CMP-0001060,PRD-000234,P0199,60
CMP-0001061,PRD-000235,P0044,30
CMP-0001062,PRD-000235,P0116,90
CMP-0001063,PRD-000235,P0303,120
CMP-0001064,PRD-000235,P0102,60
CMP-0001065,PRD-000235,P0285,90
CMP-0001066,PRD-000235,P0296,30
CMP-0001067,PRD-000236,P0103,75
CMP-0001068,PRD-000236,P0246,25
CMP-0001069,PRD-000236,P0100,75
CMP-0001070,PRD-000236,P0209,100
CMP-0001071,PRD-000236,P0111,100
CMP-0001072,PRD-000236,P0124,75
CMP-0001073,PRD-000237,P0208,5
CMP-0001074,PRD-000237,P0191,10
CMP-0001075,PRD-000237,P0122,5
CMP-0001076,PRD-000237,P0126,15
CMP-0001077,PRD-000237,P0118,5
CMP-0001078,PRD-000237,P0115,15
CMP-0001079,PRD-000238,P0196,64
CMP-0001080,PRD-000238,P0054,64
CMP-0001081,PRD-000238,P0264,16
CMP-0001082,PRD-000239,P0267,36
CMP-0001083,PRD-000239,P0275,36
CMP-0001084,PRD-000239,P0139,48
CMP-0001085,PRD-000239,P0182,48
CMP-0001086,PRD-000239,P0278,24
CMP-0001087,PRD-000240,P0191,84
CMP-0001088,PRD-000240,P0070,84
CMP-0001089,PRD-000240,P0062,63
CMP-0001090,PRD-000240,P0208,84
CMP-0001091,PRD-000241,P0096,21
CMP-0001092,PRD-000241,P0162,63
CMP-0001093,PRD-000241,P0147,63
CMP-0001094,PRD-000241,P0146,42
CMP-0001095,PRD-000241,P0138,42
CMP-0001096,PRD-000241,P0213,21
CMP-0001097,PRD-000242,P0185,22
CMP-0001098,PRD-000242,P0201,44
CMP-0001099,PRD-000242,P0196,22
CMP-0001100,PRD-000243,P0154,112
CMP-0001101,PRD-000243,P0088,112
CMP-0001102,PRD-000243,P0053,28
CMP-0001103,PRD-000244,P0201,4
CMP-0001104,PRD-000244,P0185,12
CMP-0001105,PRD-000244,P0250,8
CMP-0001106,PRD-000245,P0228,36
CMP-0001107,PRD-000245,P0234,36
CMP-0001108,PRD-000245,P0012,36
CMP-0001109,PRD-000245,P0001,12
CMP-0001110,PRD-000245,P0022,12
CMP-0001111,PRD-000246,P0097,56
CMP-0001112,PRD-000246,P0133,28
CMP-0001113,PRD-000246,P0216,14
CMP-0001114,PRD-000246,P0099,42
CMP-0001115,PRD-000246,P0192,56
CMP-0001116,PRD-000247,P0165,144
CMP-0001117,PRD-000247,P0179,72
CMP-0001118,PRD-000247,P0055,108
CMP-0001119,PRD-000247,P0153,72
CMP-0001120,PRD-000247,P0078,36
CMP-0001121,PRD-000248,P0217,26
CMP-0001122,PRD-000248,P0183,78
CMP-0001123,PRD-000248,P0203,104
CMP-0001124,PRD-000248,P0120,52
CMP-0001125,PRD-000248,P0250,78
CMP-0001126,PRD-000249,P0205,72
CMP-0001127,PRD-000249,P0086,18
CMP-0001128,PRD-000249,P0074,36
CMP-0001129,PRD-000249,P0261,54
CMP-0001130,PRD-000249,P0256,36
CMP-0001131,PRD-000249,P0083,72
CMP-0001132,PRD-000250,P0107,40
CMP-0001133,PRD-000250,P0100,40
CMP-0001134,PRD-000250,P0010,80
CMP-0001135,PRD-000250,P0250,20
CMP-0001136,PRD-000250,P0020,60
CMP-0001137,PRD-000250,P0227,80
CMP-0001138,PRD-000251,P0055,18
CMP-0001139,PRD-000251,P0212,18
CMP-0001140,PRD-000251,P0208,12
CMP-0001141,PRD-000251,P0187,24
CMP-0001142,PRD-000251,P0058,6
CMP-0001143,PRD-000251,P0213,12
CMP-0001144,PRD-000252,P0116,13
CMP-0001145,PRD-000252,P0194,39
CMP-0001146,PRD-000252,P0216,26
CMP-0001147,PRD-000252,P0133,39
CMP-0001148,PRD-000253,P0095,5
CMP-0001149,PRD-000253,P0222,5
CMP-0001150,PRD-000253,P0049,10
CMP-0001151,PRD-000253,P0238,5
CMP-0001152,PRD-000253,P0298,5
CMP-0001153,PRD-000253,P0034,10
CMP-0001154,PRD-000254,P0079,72
CMP-0001155,PRD-000254,P0162,72
CMP-0001156,PRD-000254,P0088,96
CMP-0001157,PRD-000254,P0063,24
CMP-0001158,PRD-000254,P0209,72
CMP-0001159,PRD-000254,P0093,24
CMP-0001160,PRD-000255,P0212,72
CMP-0001161,PRD-000255,P0210,24
CMP-0001162,PRD-000255,P0159,72
CMP-0001163,PRD-000256,P0213,25
CMP-0001164,PRD-000256,P0179,25
CMP-0001165,PRD-000256,P0121,75
CMP-0001166,PRD-000257,P0028,96
CMP-0001167,PRD-000257,P0294,24
CMP-0001168,PRD-000257,P0022,48
CMP-0001169,PRD-000258,P0016,80
CMP-0001170,PRD-000258,P0098,60
CMP-0001171,PRD-000258,P0107,60
CMP-0001172,PRD-000258,P0230,40
CMP-0001173,PRD-000258,P0122,40
CMP-0001174,PRD-000258,P0005,20
CMP-0001175,PRD-000259,P0073,29
CMP-0001176,PRD-000259,P0156,116
CMP-0001177,PRD-000259,P0094,58
CMP-0001178,PRD-000259,P0168,58
CMP-0001179,PRD-000259,P0054,87
CMP-0001180,PRD-000260,P0170,76
CMP-0001181,PRD-000260,P0198,57
CMP-0001182,PRD-000260,P0274,76
CMP-0001183,PRD-000260,P0165,38
CMP-0001184,PRD-000260,P0205,19
CMP-0001185,PRD-000260,P0149,76
CMP-0001186,PRD-000261,P0055,5
CMP-0001187,PRD-000261,P0161,15
CMP-0001188,PRD-000261,P0084,20
CMP-0001189,PRD-000261,P0173,10
CMP-0001190,PRD-000261,P0139,5
CMP-0001191,PRD-000262,P0097,87
CMP-0001192,PRD-000262,P0181,58
CMP-0001193,PRD-000262,P0203,29
CMP-0001194,PRD-000262,P0186,29
CMP-0001195,PRD-000262,P0134,29
CMP-0001196,PRD-000262,P0094,116
CMP-0001197,PRD-000263,P0172,16
CMP-0001198,PRD-000263,P0147,32
CMP-0001199,PRD-000263,P0215,32
CMP-0001200,PRD-000263,P0256,16
CMP-0001201,PRD-000264,P0234,32
CMP-0001202,PRD-000264,P0226,64
CMP-0001203,PRD-000264,P0050,96
CMP-0001204,PRD-000265,P0218,24
CMP-0001205,PRD-000265,P0103,24
CMP-0001206,PRD-000265,P0248,48
CMP-0001207,PRD-000265,P0051,96
CMP-0001208,PRD-000266,P0193,88
CMP-0001209,PRD-000266,P0186,44
CMP-0001210,PRD-000266,P0061,88
CMP-0001211,PRD-000266,P0254,44
CMP-0001212,PRD-000266,P0177,22
CMP-0001213,PRD-000266,P0087,44
CMP-0001214,PRD-000267,P0178,9
CMP-0001215,PRD-000267,P0204,27
CMP-0001216,PRD-000267,P0183,36
CMP-0001217,PRD-000267,P0185,36
CMP-0001218,PRD-000267,P0075,27
CMP-0001219,PRD-000267,P0140,9
CMP-0001220,PRD-000268,P0135,17
CMP-0001221,PRD-000268,P0177,34
CMP-0001222,PRD-000268,P0187,34
CMP-0001223,PRD-000268,P0201,51
CMP-0001224,PRD-000269,P0174,36
CMP-0001225,PRD-000269,P0140,18
CMP-0001226,PRD-000269,P0074,36
CMP-0001227,PRD-000269,P0150,36
CMP-0001228,PRD-000270,P0152,2
CMP-0001229,PRD-000270,P0061,2
CMP-0001230,PRD-000270,P0161,4
CMP-0001231,PRD-000271,P0178,10
CMP-0001232,PRD-000271,P0117,15
CMP-0001233,PRD-000271,P0188,15
CMP-0001234,PRD-000271,P0133,15
CMP-0001235,PRD-000271,P0202,20
CMP-0001236,PRD-000272,P0199,40
CMP-0001237,PRD-000272,P0079,120
CMP-0001238,PRD-000272,P0141,40
CMP-0001239,PRD-000272,P0053,80
CMP-0001240,PRD-000272,P0070,40
CMP-0001241,PRD-000272,P0201,80
CMP-0001242,PRD-000273,P0159,45
CMP-0001243,PRD-000273,P0199,15
CMP-0001244,PRD-000273,P0155,45
CMP-0001245,PRD-000273,P0145,15
CMP-0001246,PRD-000274,P0203,23
CMP-0001247,PRD-000274,P0076,92
CMP-0001248,PRD-000274,P0186,92
CMP-0001249,PRD-000274,P0180,23
CMP-0001250,PRD-000274,P0269,46
CMP-0001251,PRD-000274,P0064,92
CMP-0001252,PRD-000275,P0256,104
CMP-0001253,PRD-000275,P0188,78
CMP-0001254,PRD-000275,P0149,52
CMP-0001255,PRD-000275,P0137,26
CMP-0001256,PRD-000275,P0264,104
CMP-0001257,PRD-000275,P0185,78
CMP-0001258,PRD-000276,P0180,27
CMP-0001259,PRD-000276,P0114,27
CMP-0001260,PRD-000276,P0212,27
CMP-0001261,PRD-000277,P0036,24
CMP-0001262,PRD-000277,P0130,16
CMP-0001263,PRD-000277,P0224,32
CMP-0001264,PRD-000277,P0102,32
CMP-0001265,PRD-000277,P0232,32
CMP-0001266,PRD-000277,P0095,8
CMP-0001267,PRD-000278,P0114,58
CMP-0001268,PRD-000278,P0111,58
CMP-0001269,PRD-000278,P0171,87
CMP-0001270,PRD-000278,P0095,58
CMP-0001271,PRD-000278,P0205,116
CMP-0001272,PRD-000278,P0119,58
CMP-0001273,PRD-000279,P0205,8
CMP-0001274,PRD-000279,P0257,16
CMP-0001275,PRD-000279,P0191,32
CMP-0001276,PRD-000279,P0184,16
CMP-0001277,PRD-000280,P0191,28
CMP-0001278,PRD-000280,P0105,56
CMP-0001279,PRD-000280,P0124,112
CMP-0001280,PRD-000280,P0207,112
CMP-0001281,PRD-000280,P0205,28
CMP-0001282,PRD-000280,P0112,112
CMP-0001283,PRD-000281,P0135,12
CMP-0001284,PRD-000281,P0247,12
CMP-0001285,PRD-000281,P0120,24
CMP-0001286,PRD-000281,P0114,18
CMP-0001287,PRD-000281,P0099,12
CMP-0001288,PRD-000282,P0261,18
CMP-0001289,PRD-000282,P0151,18
CMP-0001290,PRD-000282,P0175,6
CMP-0001291,PRD-000283,P0201,29
CMP-0001292,PRD-000283,P0182,29
CMP-0001293,PRD-000283,P0123,29
CMP-0001294,PRD-000283,P0128,116
CMP-0001295,PRD-000283,P0130,116
CMP-0001296,PRD-000283,P0180,87
CMP-0001297,PRD-000284,P0114,30
CMP-0001298,PRD-000284,P0126,40
CMP-0001299,PRD-000284,P0012,20
CMP-0001300,PRD-000284,P0096,20
CMP-0001301,PRD-000284,P0121,20
CMP-0001302,PRD-000285,P0200,21
CMP-0001303,PRD-000285,P0265,14
CMP-0001304,PRD-000285,P0185,7
CMP-0001305,PRD-000286,P0133,72
CMP-0001306,PRD-000286,P0042,36
CMP-0001307,PRD-000286,P0115,18
CMP-0001308,PRD-000286,P0004,18
CMP-0001309,PRD-000286,P0117,72
CMP-0001310,PRD-000286,P0108,54
CMP-0001311,PRD-000287,P0269,7
CMP-0001312,PRD-000287,P0279,21
CMP-0001313,PRD-000287,P0091,14
CMP-0001314,PRD-000287,P0177,14
CMP-0001315,PRD-000287,P0063,14
CMP-0001316,PRD-000287,P0214,21
CMP-0001317,PRD-000288,P0101,26
CMP-0001318,PRD-000288,P0237,39
CMP-0001319,PRD-000288,P0035,39
CMP-0001320,PRD-000288,P0033,13
CMP-0001321,PRD-000288,P0245,39
CMP-0001322,PRD-000288,P0242,13
CMP-0001323,PRD-000289,P0310,93
CMP-0001324,PRD-000289,P0107,124
CMP-0001325,PRD-000289,P0020,62
CMP-0001326,PRD-000289,P0252,93
CMP-0001327,PRD-000289,P0032,62
CMP-0001328,PRD-000289,P0135,62
CMP-0001329,PRD-000290,P0034,42
