order_id,part_id,supplier_id,order_date,qty_ordered,qty_received,unit_cost,total_order_value,status,priority,expected_delivery_days
ORD-000290,P0048,SUP-030,2022-09-21,349,349,779.5,272045.5,Delivered,Standard,17
ORD-000291,P0087,SUP-022,2022-04-14,453,370,191.62,86803.86,In Transit,Urgent,18
ORD-000292,P0196,SUP-025,2022-03-02,446,446,566.03,252449.38,Delivered,Standard,9
ORD-000293,P0141,SUP-011,2023-01-19,466,466,539.01,251178.66,Delivered,Standard,22
ORD-000294,P0152,SUP-019,2023-05-19,431,245,202.73,87376.63,Backordered,Standard,5
ORD-000295,P0197,SUP-006,2023-07-27,439,439,501.06,-999.0,Delivered,Low,10
ORD-000296,P0196,SUP-029,2022-02-09,377,278,566.03,213393.31,Pending,Urgent,14
ORD-000297,P0165,SUP-015,2024-10-25,286,286,877.25,250893.5,Delivered,Standard,13
ORD-000298,P0016,SUP-029,2023-03-25,297,297,660.28,196103.16,Delivered,Urgent,19
ORD-000299,P0300,SUP-009,2024-01-03,173,173,694.1,120079.3,Delivered,Standard,24
ORD-000300,P0137,SUP-021,2023-05-09,67,28,241.78,16199.26,In Transit,Low,30
ORD-000301,P0182,SUP-030,2024-03-06,187,187,161.84,30264.08,Delivered,Standard,21
ORD-000302,P0184,SUP-022,2023-10-14,38,22,849.27,-999.0,Cancelled,Low,21
ORD-000303,P0289,SUP-008,2022-10-19,514,316,40.62,20878.68,Backordered,Standard,18
ORD-000304,P0047,SUP-002,2022-03-19,248,56,100.78,24993.44,Backordered,Standard,19
ORD-000305,P0001,SUP-013,2024-09-05,216,33,113.53,24522.48,In Transit,Standard,25
ORD-000306,P0166,SUP-002,2022-12-30,32,32,783.59,25074.88,Delivered,Low,25
ORD-000307,P0057,SUP-020,2022-10-18,383,383,445.7,170703.1,Delivered,Standard,25
ORD-000308,P0301,SUP-005,2024-03-21,354,354,455.19,161137.26,Delivered,Standard,7
ORD-000309,P0224,SUP-029,2022-11-19,508,162,618.39,314142.12,Cancelled,Standard,25
ORD-000310,P0115,SUP-025,2024-01-01,189,78,855.79,161744.31,Pending,Standard,7
ORD-000311,P0001,SUP-026,2022-12-30,596,581,113.53,67663.88,Pending,Standard,8
ORD-000312,P0114,SUP-024,2023-10-14,589,589,426.21,251037.69,Delivered,Urgent,7
ORD-000313,P0040,SUP-009,2023-11-10,365,365,345.48,126100.2,Delivered,Standard,23
ORD-000314,P0172,SUP-018,2022-07-01,21,21,701.49,14731.29,Delivered,Standard,10
ORD-000315,P0180,SUP-011,2022-05-19,120,0,841.3,100956.0,Cancelled,Standard,15
ORD-000316,P0215,SUP-007,2024-06-16,433,193,81.22,35168.26,Pending,Standard,20
ORD-000317,P0052,SUP-030,2024-02-08,500,442,777.29,388645.0,In Transit,Low,23
ORD-000318,P0084,SUP-018,2023-04-07,85,4,379.88,32289.8,In Transit,Standard,3
ORD-000319,P0134,SUP-005,2023-10-15,85,85,75.73,6437.05,Delivered,Standard,15
ORD-000320,P0039,SUP-021,2022-11-26,105,105,660.99,69403.95,Delivered,Low,22
ORD-000321,P0016,SUP-016,2024-09-15,178,111,660.28,117529.84,Backordered,Standard,4
ORD-000322,P0170,SUP-008,2022-07-27,204,178,732.86,149503.44,Pending,Low,26
ORD-000323,P0145,SUP-012,2023-06-28,253,253,448.83,113553.99,Delivered,Standard,15
ORD-000324,P0079,SUP-002,2024-10-02,379,379,626.55,237462.45,Delivered,Urgent,5
ORD-000325,P0308,SUP-019,2023-08-27,214,214,108.69,23259.66,Delivered,Standard,9
ORD-000326,P0150,SUP-003,2022-12-16,494,59,413.96,204496.24,In Transit,Standard,28
ORD-000327,P0242,SUP-019,2024-03-25,281,281,675.71,189874.51,Delivered,Low,15
ORD-000328,P0190,SUP-015,2023-01-14,388,388,735.61,285416.68,Delivered,Urgent,4
ORD-000329,P0226,SUP-018,2023-06-24,279,279,141.66,39523.14,Delivered,Standard,21
ORD-000330,P0078,SUP-028,2022-05-07,109,109,639.52,69707.68,Delivered,Standard,28
ORD-000331,P0302,SUP-009,2024-04-27,576,576,637.75,367344.0,Delivered,Urgent,29
ORD-000332,P0215,SUP-021,2024-12-06,496,451,81.22,40285.12,Backordered,Standard,18
ORD-000333,P0041,SUP-015,2023-09-05,45,36,213.86,9623.7,Backordered,Low,28
ORD-000334,P0062,SUP-028,2022-10-29,469,469,848.31,397857.39,Delivered,Standard,9
ORD-000335,P0065,SUP-002,2023-01-30,443,443,226.24,100224.32,Delivered,Urgent,9
ORD-000336,P0305,SUP-011,2022-10-30,337,34,522.46,176069.02,Cancelled,Standard,15
ORD-000337,P0283,SUP-013,2024-03-24,292,234,825.52,241051.84,Backordered,Standard,28
ORD-000338,P0215,SUP-005,2024-12-06,434,434,81.22,35249.48,Delivered,Standard,21
ORD-000339,P0055,SUP-022,2022-07-25,113,36,350.39,39594.07,In Transit,Low,14
ORD-000340,P0136,SUP-015,2024-04-21,507,311,607.47,307987.29,Backordered,Urgent,4
ORD-000341,P0142,SUP-015,2022-12-19,157,155,698.65,109688.05,Backordered,Urgent,4
ORD-000342,P0170,SUP-026,2024-03-21,253,253,732.86,185413.58,Delivered,Urgent,11
ORD-000343,P0011,SUP-013,2024-02-02,320,320,777.61,248835.2,Delivered,Standard,29
ORD-000344,P0051,SUP-009,2024-10-03,147,147,261.51,38441.97,Delivered,Urgent,27
ORD-000345,P0138,SUP-027,2023-10-20,436,330,650.75,283727.0,Backordered,Standard,9
ORD-000346,P0109,SUP-030,2024-06-23,426,248,572.34,243816.84,Cancelled,Low,30
ORD-000347,P0029,SUP-020,2024-02-05,172,172,17.87,3073.64,Delivered,Standard,25
ORD-000348,P0207,SUP-006,2024-11-03,546,29,780.76,426294.96,Backordered,Standard,9
ORD-000349,P0030,SUP-009,2023-02-16,43,3,689.34,29641.62,Pending,Standard,25
ORD-000350,P0141,SUP-014,2023-02-12,485,203,539.01,261419.85,Backordered,Standard,24
ORD-000351,P0124,SUP-014,2022-03-04,510,228,849.33,433158.3,Backordered,Standard,30
ORD-000352,P0301,SUP-021,2024-08-29,368,368,455.19,167509.92,Delivered,Standard,29
ORD-000353,P0047,SUP-012,2023-06-14,38,3,100.78,3829.64,Pending,Standard,30
ORD-000354,P0114,SUP-024,2023-03-15,240,52,426.21,102290.4,Cancelled,Standard,23
ORD-000355,P0263,SUP-001,2024-04-18,19,4,774.69,14719.11,Pending,Standard,22
ORD-000356,P0115,SUP-011,2022-01-18,322,140,855.79,275564.38,Cancelled,Urgent,15
ORD-000357,P0236,SUP-011,2023-12-16,233,77,614.82,143253.06,Pending,Low,29
ORD-000358,P0300,SUP-005,2024-03-24,17,11,694.1,11799.7,Backordered,Low,23
ORD-000359,P0153,SUP-025,2023-08-02,120,8,542.6,65112.0,Pending,Standard,11
ORD-000360,P0142,SUP-011,2023-10-28,315,315,698.65,220074.75,Delivered,Standard,19
ORD-000361,P0030,SUP-029,2023-05-08,423,163,689.34,291590.82,Cancelled,Standard,26
ORD-000362,P0255,SUP-012,2022-02-22,275,207,752.82,207025.5,Pending,Urgent,26
ORD-000363,P0299,SUP-026,2022-03-14,595,194,886.23,527306.85,In Transit,Standard,26
ORD-000364,P0274,SUP-024,2023-04-01,497,183,352.1,174993.7,Cancelled,Low,12
ORD-000365,P0286,SUP-007,2022-12-15,310,310,116.67,36167.7,Delivered,Urgent,7
ORD-000366,P0287,SUP-028,2023-06-14,197,85,511.45,100755.65,Cancelled,Standard,10
ORD-000367,P0115,SUP-027,2023-12-29,324,169,855.79,277275.96,Pending,Standard,11
ORD-000368,P0238,SUP-005,2023-08-26,491,491,288.41,141609.31,Delivered,Low,21
ORD-000369,P0242,SUP-008,2022-05-26,522,522,675.71,352720.62,Delivered,Urgent,19
ORD-000370,P0212,SUP-002,2023-09-04,164,164,868.87,142494.68,Delivered,Standard,13
ORD-000371,P0292,SUP-018,2024-04-18,156,156,484.48,75578.88,Delivered,Standard,27
ORD-000372,P0250,SUP-013,2022-06-15,191,191,635.45,121370.95,Delivered,Standard,3
ORD-000373,P0141,SUP-008,2024-07-14,182,40,539.01,98099.82,Backordered,Urgent,28
ORD-000374,P0067,SUP-023,2022-06-30,454,219,564.73,256387.42,Cancelled,Urgent,16
ORD-000375,P0197,SUP-001,2024-09-04,48,12,501.06,24050.88,Backordered,Standard,3
ORD-000376,P0272,SUP-008,2023-10-22,28,0,810.85,22703.8,Cancelled,Standard,10
ORD-000377,P0160,SUP-006,2023-12-07,115,64,121.78,14004.7,Pending,Low,12
ORD-000378,P0034,SUP-030,2022-12-09,56,56,792.67,44389.52,Delivered,Standard,17
ORD-000379,P0306,SUP-020,2024-12-01,355,351,373.45,132574.75,Pending,Standard,13
ORD-000380,P0184,SUP-028,2024-09-30,202,202,849.27,171552.54,Delivered,Urgent,3
ORD-000381,P0115,SUP-027,2023-04-13,144,144,855.79,123233.76,Delivered,Standard,21
ORD-000382,P0087,SUP-005,2024-10-30,385,333,191.62,73773.7,Cancelled,Standard,15
ORD-000383,P0274,SUP-023,2023-06-08,59,3,352.1,20773.9,Backordered,Standard,23
ORD-000384,P0025,SUP-026,2022-02-10,128,113,715.99,91646.72,Pending,Urgent,6
ORD-000385,P0243,SUP-026,2023-06-02,166,166,139.57,23168.62,Delivered,Standard,12
ORD-000386,P0052,SUP-025,2024-05-11,542,542,777.29,421291.18,Delivered,Low,22
ORD-000387,P0215,SUP-030,2022-10-08,117,92,81.22,9502.74,Backordered,Low,6
ORD-000388,P0059,SUP-029,2023-08-02,118,25,532.0,62776.0,Pending,Low,9
ORD-000389,P0268,SUP-008,2023-06-23,376,209,540.39,203186.64,Cancelled,Standard,8
ORD-000390,P0281,SUP-019,2022-03-22,222,123,130.15,28893.3,Cancelled,Standard,10
ORD-000391,P0007,SUP-025,2022-01-06,101,101,316.12,31928.12,Delivered,Low,24
ORD-000392,P0077,SUP-003,2024-10-08,533,533,130.78,69705.74,Delivered,Standard,11
ORD-000393,P0234,SUP-012,2023-04-19,280,25,674.48,188854.4,Pending,Standard,29
ORD-000394,P0021,SUP-012,2022-12-24,378,346,249.42,94280.76,In Transit,Standard,16
ORD-000395,P0049,SUP-028,2022-08-26,56,56,371.32,20793.92,Delivered,Standard,24
ORD-000396,P0169,SUP-014,2022-12-16,458,137,80.56,36896.48,Backordered,Standard,14
ORD-000397,P0094,SUP-005,2023-12-03,420,233,355.9,149478.0,Pending,Standard,29
ORD-000398,P0245,SUP-029,2024-02-29,441,408,94.92,41859.72,Cancelled,Standard,6
ORD-000399,P0031,SUP-007,2022-09-29,116,116,759.88,88146.08,Pending,Low,18
ORD-000400,P0093,SUP-023,2024-06-16,398,183,320.93,127730.14,In Transit,Low,3
ORD-000401,P0248,SUP-019,2022-09-25,125,56,432.26,54032.5,Pending,Standard,5
ORD-000402,P0161,SUP-001,2023-06-20,547,229,625.79,342307.13,In Transit,Standard,19
ORD-000403,P0049,SUP-016,2024-12-07,264,177,371.32,98028.48,Pending,Urgent,7
ORD-000404,P0006,SUP-024,2022-04-22,170,120,784.33,133336.1,Backordered,Urgent,30
ORD-000405,P0039,SUP-028,2022-12-05,513,513,660.99,339087.87,Delivered,Standard,13
ORD-000406,P0026,SUP-020,2023-07-24,238,164,896.57,213383.66,Backordered,Urgent,15
ORD-000407,P0041,SUP-018,2023-04-27,464,293,213.86,99231.04,In Transit,Urgent,5
ORD-000408,P0229,SUP-013,2024-10-17,131,4,580.46,76040.26,Pending,Standard,15
ORD-000409,P0019,SUP-021,2024-04-24,572,572,201.72,115383.84,Delivered,Standard,28
ORD-000410,P0261,SUP-021,2023-09-16,221,171,75.72,16734.12,Cancelled,Urgent,13
ORD-000411,P0028,SUP-030,2024-01-15,238,116,582.25,138575.5,In Transit,Standard,20
ORD-000412,P0187,SUP-026,2024-08-26,473,473,856.45,-999.0,Delivered,Standard,27
ORD-000413,P0002,SUP-013,2023-03-31,373,324,666.78,248708.94,In Transit,Standard,20
ORD-000414,P0192,SUP-026,2024-12-05,118,118,628.9,74210.2,Delivered,Standard,18
ORD-000415,P0210,SUP-005,2022-10-15,270,100,53.63,14480.1,Backordered,Standard,6
ORD-000416,P0111,SUP-018,2024-03-15,205,86,679.6,139318.0,Cancelled,Standard,27
ORD-000417,P0024,SUP-024,2024-04-28,136,115,683.87,93006.32,In Transit,Urgent,24
ORD-000418,P0069,SUP-019,2024-10-29,14,11,231.19,3236.66,Backordered,Standard,20
ORD-000419,P0300,SUP-019,2024-06-05,530,181,694.1,367873.0,In Transit,Low,8
ORD-000420,P0054,SUP-015,2022-09-20,339,196,374.68,127016.52,Backordered,Urgent,22
ORD-000421,P0141,SUP-015,2023-05-24,361,361,539.01,194582.61,Delivered,Urgent,28
ORD-000422,P0071,SUP-016,2022-10-01,534,534,21.92,11705.28,Delivered,Low,30
ORD-000423,P0284,SUP-024,2023-10-05,232,232,326.21,75680.72,Delivered,Standard,22
ORD-000424,P0177,SUP-025,2023-08-19,145,45,430.87,62476.15,Cancelled,Low,20
ORD-000425,P0060,SUP-028,2023-10-23,370,245,65.34,24175.8,Backordered,Low,21
ORD-000426,P0274,SUP-012,2024-05-04,442,6,352.1,155628.2,In Transit,Low,6
ORD-000427,P0196,SUP-006,2022-02-21,64,7,566.03,36225.92,Cancelled,Standard,11
ORD-000428,P0147,SUP-025,2022-11-26,266,266,476.75,126815.5,Delivered,Standard,25
ORD-000429,P0105,SUP-028,2023-08-28,564,564,90.04,50782.56,Delivered,Standard,29
ORD-000430,P0053,SUP-023,2024-07-15,585,229,872.56,510447.6,In Transit,Low,15
ORD-000431,P0262,SUP-029,2023-05-02,304,24,305.78,92957.12,Cancelled,Urgent,15
ORD-000432,P0161,SUP-021,2024-05-03,65,65,625.79,40676.35,Delivered,Standard,9
ORD-000433,P0116,SUP-024,2024-06-26,386,301,750.05,289519.3,In Transit,Low,26
ORD-000434,P0100,SUP-012,2023-02-07,469,469,127.65,59867.85,Delivered,Standard,8
ORD-000435,P0264,SUP-005,2022-12-22,396,396,721.68,285785.28,Delivered,Urgent,11
ORD-000436,P0067,SUP-007,2023-06-26,271,271,564.73,-999.0,Delivered,Standard,17
ORD-000437,P0021,SUP-006,2022-11-14,340,26,249.42,84802.8,Backordered,Low,29
ORD-000438,P0252,SUP-029,2023-09-09,596,366,222.8,132788.8,Backordered,Standard,28
ORD-000439,P0270,SUP-009,2023-10-13,198,17,420.37,83233.26,Backordered,Low,8
ORD-000440,P0279,SUP-021,2024-05-01,423,423,346.26,146467.98,Delivered,Standard,10
ORD-000441,P0170,SUP-013,2023-03-13,379,379,732.86,277753.94,Delivered,Standard,27
ORD-000442,P0244,SUP-021,2024-12-22,19,19,611.85,11625.15,Delivered,Standard,17
ORD-000443,P0125,SUP-002,2023-05-08,338,58,676.55,228673.9,Pending,Urgent,11
ORD-000444,P0013,SUP-020,2023-08-03,393,260,104.39,41025.27,Backordered,Urgent,18
ORD-000445,P0152,SUP-024,2022-03-31,207,207,202.73,41965.11,Delivered,Low,5
ORD-000446,P0086,SUP-028,2022-07-16,560,7,635.63,355952.8,Backordered,Standard,9
ORD-000447,P0218,SUP-030,2023-03-13,116,116,800.38,92844.08,Delivered,Low,29
ORD-000448,P0037,SUP-027,2024-06-10,167,167,126.3,21092.1,Delivered,Urgent,25
ORD-000449,P0020,SUP-003,2023-11-11,85,85,595.06,50580.1,Delivered,Standard,28
ORD-000450,P0286,SUP-003,2023-05-31,598,233,116.67,69768.66,In Transit,Standard,16
ORD-000451,P0231,SUP-024,2024-03-05,424,161,224.93,95370.32,Pending,Standard,15
ORD-000452,P0274,SUP-001,2022-08-31,74,74,352.1,26055.4,In Transit,Standard,25
ORD-000453,P0184,SUP-020,2022-05-29,118,118,849.27,100213.86,Delivered,Standard,22
ORD-000454,P0145,SUP-028,2022-06-27,458,202,448.83,205564.14,Pending,Standard,18
ORD-000455,P0274,SUP-009,2022-11-17,149,100,352.1,52462.9,Cancelled,Low,12
ORD-000456,P0153,SUP-025,2022-10-23,392,392,542.6,212699.2,Delivered,Low,30
ORD-000457,P0064,SUP-002,2022-10-17,15,12,294.99,4424.85,Backordered,Low,20
ORD-000458,P0157,SUP-008,2022-06-24,362,362,372.89,134986.18,Delivered,Urgent,23
ORD-000459,P0073,SUP-007,2024-11-15,198,198,152.57,30208.86,Delivered,Low,29
ORD-000460,P0100,SUP-005,2023-06-02,195,145,127.65,24891.75,Cancelled,Standard,30
ORD-000461,P0282,SUP-003,2024-08-02,307,34,607.96,186643.72,Cancelled,Standard,6
ORD-000462,P0298,SUP-019,2023-02-09,348,348,445.67,155093.16,Delivered,Standard,24
ORD-000463,P0052,SUP-012,2023-04-26,81,81,777.29,62960.49,Delivered,Standard,18
ORD-000464,P0169,SUP-023,2024-07-11,323,299,80.56,26020.88,Cancelled,Standard,21
ORD-000465,P0162,SUP-016,2024-01-17,182,182,656.26,119439.32,Delivered,Standard,10
ORD-000466,P0224,SUP-011,2023-03-30,378,378,618.39,233751.42,Delivered,Standard,18
ORD-000467,P0229,SUP-014,2024-08-05,322,282,580.46,186908.12,Pending,Standard,8
ORD-000468,P0144,SUP-030,2022-06-17,153,50,76.03,11632.59,Backordered,Standard,26
ORD-000469,P0039,SUP-001,2022-06-06,529,31,660.99,349663.71,Cancelled,Low,21
ORD-000470,P0303,SUP-008,2024-04-09,47,16,328.44,15436.68,Backordered,Low,20
ORD-000471,P0077,SUP-014,2024-08-24,411,411,130.78,53750.58,Delivered,Low,26
ORD-000472,P0069,SUP-018,2023-08-19,523,92,231.19,120912.37,Backordered,Urgent,14
ORD-000473,P0006,SUP-025,2024-10-25,254,246,784.33,199219.82,In Transit,Low,24
ORD-000474,P0264,SUP-006,2022-12-06,466,466,721.68,336302.88,Delivered,Standard,21
ORD-000475,P0248,SUP-014,2022-10-27,51,51,432.26,22045.26,Delivered,Urgent,10
ORD-000476,P0136,SUP-014,2022-05-09,249,249,607.47,151260.03,Delivered,Standard,19
ORD-000477,P0199,SUP-019,2024-01-10,475,475,155.16,73701.0,Delivered,Standard,23
ORD-000478,P0053,SUP-026,2023-10-26,543,280,872.56,473800.08,Cancelled,Standard,21
ORD-000479,P0193,SUP-024,2022-12-23,397,397,417.52,165755.44,Delivered,Low,23
ORD-000480,P0265,SUP-011,2022-06-09,395,395,332.04,131155.8,Delivered,Low,15
ORD-000481,P0177,SUP-019,2023-12-24,503,3,430.87,216727.61,Backordered,Low,7
ORD-000482,P0085,SUP-009,2024-06-19,88,82,779.7,68613.6,Backordered,Standard,9
ORD-000483,P0096,SUP-007,2022-11-04,380,367,651.7,247646.0,Backordered,Standard,24
ORD-000484,P0213,SUP-029,2023-04-17,348,58,103.82,36129.36,Cancelled,Urgent,24
ORD-000485,P0246,SUP-008,2024-09-07,175,105,417.49,73060.75,Cancelled,Standard,10
ORD-000486,P0066,SUP-022,2022-03-30,174,174,294.82,51298.68,Delivered,Low,4
ORD-000487,P0029,SUP-007,2022-10-28,274,274,17.87,4896.38,Delivered,Low,15
ORD-000488,P0146,SUP-003,2022-02-08,231,155,748.41,172882.71,Pending,Urgent,30
ORD-000489,P0088,SUP-009,2024-09-13,430,73,718.88,309118.4,Backordered,Low,29
ORD-000490,P0262,SUP-011,2023-01-08,181,175,305.78,55346.18,Cancelled,Standard,17
ORD-000491,P0118,SUP-015,2022-05-21,404,404,569.67,230146.68,Delivered,Standard,3
ORD-000492,P0268,SUP-020,2023-02-19,439,76,540.39,237231.21,In Transit,Low,6
ORD-000493,P0244,SUP-023,2022-12-30,49,34,611.85,29980.65,In Transit,Low,27
ORD-000494,P0048,SUP-019,2022-08-29,143,138,779.5,111468.5,Backordered,Standard,27
ORD-000495,P0268,SUP-016,2024-06-02,389,22,540.39,210211.71,In Transit,Low,16
ORD-000496,P0247,SUP-029,2023-04-15,400,400,352.21,140884.0,Delivered,Low,28
ORD-000497,P0218,SUP-006,2022-07-20,270,119,800.38,216102.6,Pending,Standard,12
ORD-000498,P0132,SUP-008,2024-04-16,15,0,680.53,10207.95,Cancelled,Low,19
ORD-000499,P0267,SUP-001,2022-08-30,394,105,674.91,265914.54,Cancelled,Standard,16
ORD-000500,P0055,SUP-006,2024-01-12,446,299,350.39,156273.94,Cancelled,Standard,11
ORD-000501,P0290,SUP-014,2024-05-17,292,203,315.74,92196.08,Cancelled,Standard,16
ORD-000502,P0092,SUP-014,2024-09-15,582,495,866.84,504500.88,Backordered,Standard,12
ORD-000503,P0204,SUP-027,2023-12-07,151,30,793.2,119773.2,In Transit,Standard,17
ORD-000504,P0052,SUP-008,2022-11-28,530,346,777.29,411963.7,Pending,Low,22
ORD-000505,P0083,SUP-015,2022-04-17,15,2,151.78,2276.7,In Transit,Standard,18
ORD-000506,P0046,SUP-003,2024-06-10,279,279,230.05,64183.95,Delivered,Standard,5
ORD-000507,P0197,SUP-015,2022-03-19,543,543,501.06,272075.58,Delivered,Low,4
ORD-000508,P0254,SUP-018,2022-12-25,20,20,671.91,13438.2,Delivered,Low,12
ORD-000509,P0018,SUP-029,2023-02-03,532,237,742.3,394903.6,Backordered,Low,8
ORD-000510,P0185,SUP-009,2022-03-15,10,10,544.26,5442.6,Delivered,Standard,11
ORD-000511,P0181,SUP-025,2024-03-29,414,300,146.86,60800.04,Pending,Standard,19
ORD-000512,P0036,SUP-003,2022-02-01,572,572,445.1,254597.2,Delivered,Low,21
ORD-000513,P0178,SUP-030,2023-12-14,293,293,637.14,186682.02,Delivered,Low,9
ORD-000514,P0207,SUP-022,2024-07-20,14,14,780.76,10930.64,Delivered,Standard,16
ORD-000515,P0055,SUP-021,2024-11-02,84,37,350.39,29432.76,Backordered,Standard,6
ORD-000516,P0132,SUP-021,2024-11-17,598,598,680.53,406956.94,Delivered,Urgent,15
ORD-000517,P0125,SUP-028,2024-09-17,357,234,676.55,241528.35,In Transit,Urgent,21
ORD-000518,P0247,SUP-005,2022-02-26,274,274,352.21,96505.54,Delivered,Urgent,23
ORD-000519,P0118,SUP-029,2023-03-28,333,180,569.67,189700.11,Pending,Low,20
ORD-000520,P0135,SUP-009,2022-01-20,304,304,191.43,58194.72,Delivered,Urgent,24
ORD-000521,P0039,SUP-021,2023-12-02,192,80,660.99,126910.08,Pending,Standard,9
ORD-000522,P0094,SUP-027,2023-07-06,204,188,355.9,72603.6,Pending,Standard,10
ORD-000523,P0136,SUP-008,2023-05-11,244,244,607.47,148222.68,Delivered,Standard,29
ORD-000524,P0080,SUP-028,2023-12-31,119,119,503.98,59973.62,Delivered,Standard,24
ORD-000525,P0004,SUP-028,2024-10-05,564,564,547.79,308953.56,Delivered,Urgent,14
ORD-000526,P0253,SUP-022,2023-10-08,291,93,855.2,248863.2,Pending,Low,11
ORD-000527,P0114,SUP-028,2024-03-25,600,600,426.21,255726.0,Delivered,Standard,19
ORD-000528,P0245,SUP-021,2024-05-16,43,22,94.92,4081.56,Backordered,Urgent,30
ORD-000529,P0235,SUP-005,2022-12-24,540,323,724.71,391343.4,Pending,Standard,3
ORD-000530,P0195,SUP-022,2023-03-08,113,113,495.2,55957.6,Delivered,Standard,22
ORD-000531,P0096,SUP-021,2023-06-16,279,279,651.7,181824.3,Delivered,Standard,18
ORD-000532,P0188,SUP-007,2023-12-04,520,215,50.61,26317.2,Pending,Urgent,25
ORD-000533,P0187,SUP-015,2024-02-02,296,92,856.45,253509.2,Pending,Low,7
ORD-000534,P0052,SUP-027,2023-04-14,286,120,777.29,222304.94,In Transit,Low,16
ORD-000535,P0101,SUP-006,2024-02-20,163,2,813.98,132678.74,Pending,Standard,16
ORD-000536,P0069,SUP-024,2024-10-20,539,323,231.19,124611.41,Backordered,Urgent,12
ORD-000537,P0288,SUP-022,2023-05-29,58,6,583.79,33859.82,Pending,Standard,4
ORD-000538,P0131,SUP-019,2023-03-18,108,95,202.32,21850.56,Pending,Standard,11
ORD-000539,P0185,SUP-021,2024-01-10,580,263,544.26,315670.8,In Transit,Standard,3
ORD-000540,P0063,SUP-014,2024-04-23,213,147,563.15,119950.95,Backordered,Low,8
ORD-000541,P0182,SUP-013,2023-08-06,532,457,161.84,86098.88,Pending,Standard,15
ORD-000542,P0238,SUP-024,2023-08-10,158,42,288.41,45568.78,In Transit,Standard,16
ORD-000543,P0037,SUP-003,2024-04-08,175,175,126.3,22102.5,Delivered,Standard,13
ORD-000544,P0150,SUP-026,2023-10-11,283,202,413.96,117150.68,Backordered,Standard,17
ORD-000545,P0301,SUP-020,2024-01-14,471,85,455.19,214394.49,Pending,Standard,30
ORD-000546,P0065,SUP-027,2022-02-17,250,64,226.24,56560.0,Cancelled,Standard,9
ORD-000547,P0204,SUP-005,2022-12-08,107,107,793.2,84872.4,Delivered,Urgent,20
ORD-000548,P0014,SUP-028,2022-04-21,416,391,342.61,142525.76,Backordered,Standard,6
ORD-000549,P0080,SUP-003,2023-06-22,409,409,503.98,206127.82,Delivered,Standard,10
ORD-000550,P0227,SUP-024,2023-08-05,139,139,605.15,84115.85,Delivered,Low,29
ORD-000551,P0015,SUP-002,2022-12-16,375,166,619.94,232477.5,In Transit,Urgent,17
ORD-000552,P0281,SUP-018,2023-07-12,148,138,130.15,19262.2,Cancelled,Standard,21
ORD-000553,P0289,SUP-016,2024-07-24,546,546,40.62,22178.52,Cancelled,Standard,14
ORD-000554,P0277,SUP-009,2024-09-13,101,39,414.63,41877.63,Pending,Standard,16
ORD-000555,P0080,SUP-012,2023-06-17,20,20,503.98,10079.6,Delivered,Low,29
ORD-000556,P0177,SUP-012,2022-10-07,490,4,430.87,211126.3,Backordered,Urgent,27
ORD-000557,P0154,SUP-001,2024-09-04,450,149,854.04,384318.0,In Transit,Low,10
ORD-000558,P0281,SUP-014,2022-01-15,203,143,130.15,26420.45,Pending,Urgent,15
ORD-000559,P0084,SUP-026,2023-05-27,409,193,379.88,155370.92,In Transit,Standard,11
ORD-000560,P0217,SUP-024,2022-06-12,255,139,775.52,197757.6,Backordered,Standard,23
ORD-000561,P0138,SUP-016,2024-12-25,202,17,650.75,131451.5,In Transit,Standard,7
ORD-000562,P0057,SUP-024,2023-08-17,476,231,445.7,212153.2,Backordered,Standard,25
