component_id,production_id,part_id,qty_consumed,unit_cost,category,component_cost
CMP-0000394,PRD-000086,P0100,39,127.65,Electrical,4978.35
CMP-0000395,PRD-000086,P0248,13,432.26,Cooling System,5619.38
CMP-0000396,PRD-000087,P0237,20,136.05,Cooling System,2721.0
CMP-0000397,PRD-000087,P0032,80,689.82,Engine Components,55185.6
CMP-0000398,PRD-000087,P0129,20,514.49,Electrical,10289.8
CMP-0000399,PRD-000087,P0102,20,752.85,Electrical,15057.0
CMP-0000400,PRD-000088,P0134,44,75.73,Electrical,3332.12
CMP-0000401,PRD-000088,P0252,33,222.8,Cooling System,7352.4
CMP-0000402,PRD-000088,P0210,33,53.63,Structural,1769.79
CMP-0000403,PRD-000088,P0231,11,224.93,Cooling System,2474.23
CMP-0000404,PRD-000089,P0187,18,856.45,Structural,15416.1
CMP-0000405,PRD-000089,P0102,24,752.85,Electrical,18068.4
CMP-0000406,PRD-000089,P0152,12,202.73,Hydraulics,2432.76
CMP-0000407,PRD-000089,P0131,12,202.32,Electrical,2427.84
CMP-0000408,PRD-000089,P0129,6,514.49,Electrical,3086.94
CMP-0000409,PRD-000089,P0138,6,650.75,Hydraulics,3904.5
CMP-0000410,PRD-000090,P0131,36,202.32,Electrical,7283.52
CMP-0000411,PRD-000090,P0292,18,484.48,Fuel System,8720.64
CMP-0000412,PRD-000090,P0233,36,22.17,Cooling System,798.12
CMP-0000413,PRD-000091,P0079,42,626.55,Brake Systems,26315.1
CMP-0000414,PRD-000091,P0085,84,779.7,Brake Systems,65494.8
CMP-0000415,PRD-000091,P0060,42,65.34,Brake Systems,2744.28
CMP-0000416,PRD-000091,P0127,21,616.04,Electrical,12936.84
CMP-0000417,PRD-000091,P0172,84,701.49,Hydraulics,58925.16
CMP-0000418,PRD-000092,P0038,69,481.99,Engine Components,33257.31
CMP-0000419,PRD-000092,P0303,69,328.44,Fuel System,22662.36
CMP-0000420,PRD-000092,P0285,69,213.46,Fuel System,14728.74
CMP-0000421,PRD-000092,P0028,92,582.25,Engine Components,53567.0
CMP-0000422,PRD-000092,P0286,69,116.67,Fuel System,8050.23
CMP-0000423,PRD-000093,P0125,6,676.55,Electrical,4059.3
CMP-0000424,PRD-000093,P0129,6,514.49,Electrical,3086.94
CMP-0000425,PRD-000093,P0099,24,605.2,Electrical,14524.8
CMP-0000426,PRD-000094,P0168,72,847.84,Hydraulics,61044.48
CMP-0000427,PRD-000094,P0117,54,680.32,Electrical,36737.28
CMP-0000428,PRD-000094,P0155,54,506.33,Hydraulics,27341.82
CMP-0000429,PRD-000094,P0111,54,679.6,Electrical,36698.4
CMP-0000430,PRD-000095,P0156,9,449.38,Hydraulics,4044.42
CMP-0000431,PRD-000095,P0167,9,430.42,Hydraulics,3873.78
CMP-0000432,PRD-000095,P0087,18,191.62,Brake Systems,3449.16
CMP-0000433,PRD-000096,P0200,96,213.86,Structural,20530.56
CMP-0000434,PRD-000096,P0144,24,76.03,Hydraulics,1824.72
CMP-0000435,PRD-000096,P0189,48,406.37,Structural,19505.76
CMP-0000436,PRD-000096,P0164,48,173.81,Hydraulics,8342.88
CMP-0000437,PRD-000097,P0165,6,877.25,Hydraulics,5263.5
CMP-0000438,PRD-000097,P0187,4,856.45,Structural,3425.8
CMP-0000439,PRD-000097,P0175,6,201.76,Hydraulics,1210.56
CMP-0000440,PRD-000098,P0229,8,580.46,Cooling System,4643.68
CMP-0000441,PRD-000098,P0233,24,22.17,Cooling System,532.08
CMP-0000442,PRD-000098,P0046,24,230.05,Engine Components,5521.2
CMP-0000443,PRD-000098,P0134,16,75.73,Electrical,1211.68
CMP-0000444,PRD-000098,P0102,16,752.85,Electrical,12045.6
CMP-0000445,PRD-000098,P0111,16,679.6,Electrical,10873.6
CMP-0000446,PRD-000099,P0027,66,652.84,Engine Components,43087.44
CMP-0000447,PRD-000099,P0050,66,184.56,Engine Components,12180.96
CMP-0000448,PRD-000099,P0123,66,773.21,Electrical,51031.86
CMP-0000449,PRD-000099,P0129,88,514.49,Electrical,45275.12
CMP-0000450,PRD-000100,P0015,9,619.94,Engine Components,5579.46
CMP-0000451,PRD-000100,P0302,18,637.75,Fuel System,11479.5
CMP-0000452,PRD-000100,P0014,18,342.61,Engine Components,6166.98
CMP-0000453,PRD-000100,P0303,18,328.44,Fuel System,5911.92
CMP-0000454,PRD-000100,P0117,36,680.32,Electrical,24491.52
CMP-0000455,PRD-000100,P0017,27,624.02,Engine Components,16848.54
CMP-0000456,PRD-000101,P0213,50,103.82,Structural,5191.0
CMP-0000457,PRD-000101,P0169,100,80.56,Hydraulics,8056.0
CMP-0000458,PRD-000101,P0202,100,639.29,Structural,63929.0
CMP-0000459,PRD-000102,P0102,44,752.85,Electrical,33125.4
CMP-0000460,PRD-000102,P0286,44,116.67,Fuel System,5133.48
CMP-0000461,PRD-000102,P0122,66,70.11,Electrical,4627.26
CMP-0000462,PRD-000102,P0245,66,94.92,Cooling System,6264.72
CMP-0000463,PRD-000103,P0072,16,845.95,Brake Systems,13535.2
CMP-0000464,PRD-000103,P0191,12,299.14,Structural,3589.68
CMP-0000465,PRD-000103,P0087,4,191.62,Brake Systems,766.48
CMP-0000466,PRD-000104,P0044,15,470.03,Engine Components,7050.45
CMP-0000467,PRD-000104,P0128,20,127.95,Electrical,2559.0
CMP-0000468,PRD-000104,P0031,10,759.88,Engine Components,7598.8
CMP-0000469,PRD-000105,P0061,17,541.61,Brake Systems,9207.37
CMP-0000470,PRD-000105,P0134,51,75.73,Electrical,3862.23
CMP-0000471,PRD-000105,P0122,51,70.11,Electrical,3575.61
CMP-0000472,PRD-000106,P0128,28,127.95,Electrical,3582.6
CMP-0000473,PRD-000106,P0109,56,572.34,Electrical,32051.04
CMP-0000474,PRD-000106,P0063,28,563.15,Brake Systems,15768.2
CMP-0000475,PRD-000106,P0122,14,70.11,Electrical,981.54
CMP-0000476,PRD-000106,P0079,56,626.55,Brake Systems,35086.8
CMP-0000477,PRD-000106,P0084,56,379.88,Brake Systems,21273.28
CMP-0000478,PRD-000107,P0265,24,332.04,Suspension,7968.96
CMP-0000479,PRD-000107,P0215,24,81.22,Structural,1949.28
CMP-0000480,PRD-000107,P0259,18,601.55,Suspension,10827.9
CMP-0000481,PRD-000107,P0197,18,501.06,Structural,9019.08
CMP-0000482,PRD-000108,P0211,148,889.75,Structural,131683.0
CMP-0000483,PRD-000108,P0221,74,787.23,Cooling System,58255.02
CMP-0000484,PRD-000108,P0123,37,773.21,Electrical,28608.77
CMP-0000485,PRD-000109,P0126,23,209.19,Electrical,4811.37
CMP-0000486,PRD-000109,P0029,92,17.87,Engine Components,1644.04
CMP-0000487,PRD-000109,P0131,92,202.32,Electrical,18613.44
CMP-0000488,PRD-000109,P0048,23,779.5,Engine Components,17928.5
CMP-0000489,PRD-000109,P0101,46,813.98,Electrical,37443.08
CMP-0000490,PRD-000110,P0267,44,674.91,Suspension,29696.04
CMP-0000491,PRD-000110,P0183,44,270.42,Structural,11898.48
CMP-0000492,PRD-000110,P0143,88,707.63,Hydraulics,62271.44
CMP-0000493,PRD-000111,P0168,76,847.84,Hydraulics,64435.84
CMP-0000494,PRD-000111,P0208,38,503.45,Structural,19131.1
CMP-0000495,PRD-000111,P0130,57,782.16,Electrical,44583.12
CMP-0000496,PRD-000111,P0104,76,612.93,Electrical,46582.68
CMP-0000497,PRD-000112,P0183,120,270.42,Structural,32450.4
CMP-0000498,PRD-000112,P0196,30,566.03,Structural,16980.9
CMP-0000499,PRD-000112,P0150,30,413.96,Hydraulics,12418.8
CMP-0000500,PRD-000112,P0191,90,299.14,Structural,26922.6
CMP-0000501,PRD-000112,P0270,30,420.37,Suspension,12611.1
CMP-0000502,PRD-000112,P0154,60,854.04,Hydraulics,51242.4
CMP-0000503,PRD-000113,P0126,36,209.19,Electrical,7530.84
CMP-0000504,PRD-000113,P0225,9,785.69,Cooling System,7071.21
CMP-0000505,PRD-000113,P0114,9,426.21,Electrical,3835.89
CMP-0000506,PRD-000113,P0236,36,614.82,Cooling System,22133.52
CMP-0000507,PRD-000114,P0186,46,236.58,Structural,10882.68
CMP-0000508,PRD-000114,P0237,69,136.05,Cooling System,9387.45
CMP-0000509,PRD-000114,P0200,92,213.86,Structural,19675.12
CMP-0000510,PRD-000114,P0230,23,282.38,Cooling System,6494.74
CMP-0000511,PRD-000114,P0198,46,122.46,Structural,5633.16
CMP-0000512,PRD-000114,P0105,46,90.04,Electrical,4141.84
CMP-0000513,PRD-000115,P0083,112,151.78,Brake Systems,16999.36
CMP-0000514,PRD-000115,P0068,84,203.64,Brake Systems,17105.76
CMP-0000515,PRD-000115,P0283,84,825.52,Suspension,69343.68
CMP-0000516,PRD-000115,P0077,28,130.78,Brake Systems,3661.84
CMP-0000517,PRD-000116,P0015,87,619.94,Engine Components,53934.78
CMP-0000518,PRD-000116,P0111,58,679.6,Electrical,39416.8
CMP-0000519,PRD-000116,P0105,116,90.04,Electrical,10444.64
CMP-0000520,PRD-000116,P0302,58,637.75,Fuel System,36989.5
CMP-0000521,PRD-000116,P0107,116,728.81,Electrical,84541.96
CMP-0000522,PRD-000117,P0014,22,342.61,Engine Components,7537.42
CMP-0000523,PRD-000117,P0114,22,426.21,Electrical,9376.62
CMP-0000524,PRD-000117,P0100,44,127.65,Electrical,5616.6
CMP-0000525,PRD-000118,P0271,11,392.25,Suspension,4314.75
CMP-0000526,PRD-000118,P0265,22,332.04,Suspension,7304.88
CMP-0000527,PRD-000118,P0072,33,845.95,Brake Systems,27916.35
CMP-0000528,PRD-000118,P0209,22,181.96,Structural,4003.12
CMP-0000529,PRD-000119,P0106,31,97.65,Electrical,3027.15
CMP-0000530,PRD-000119,P0158,93,504.82,Hydraulics,46948.26
CMP-0000531,PRD-000119,P0160,124,121.78,Hydraulics,15100.72
CMP-0000532,PRD-000119,P0163,124,882.75,Hydraulics,109461.0
CMP-0000533,PRD-000120,P0038,28,481.99,Engine Components,13495.72
CMP-0000534,PRD-000120,P0292,28,484.48,Fuel System,13565.44
CMP-0000535,PRD-000120,P0014,42,342.61,Engine Components,14389.62
CMP-0000536,PRD-000121,P0097,30,396.7,Electrical,11901.0
CMP-0000537,PRD-000121,P0124,45,849.33,Electrical,38219.85
CMP-0000538,PRD-000121,P0177,15,430.87,Structural,6463.05
CMP-0000539,PRD-000121,P0248,30,432.26,Cooling System,12967.8
CMP-0000540,PRD-000122,P0311,20,466.31,Fuel System,9326.2
CMP-0000541,PRD-000122,P0018,20,742.3,Engine Components,14846.0
CMP-0000542,PRD-000122,P0039,10,660.99,Engine Components,6609.9
CMP-0000543,PRD-000122,P0031,5,759.88,Engine Components,3799.4
CMP-0000544,PRD-000123,P0027,90,652.84,Engine Components,58755.6
CMP-0000545,PRD-000123,P0123,120,773.21,Electrical,92785.2
CMP-0000546,PRD-000123,P0052,120,777.29,Engine Components,93274.8
CMP-0000547,PRD-000124,P0104,26,612.93,Electrical,15936.18
CMP-0000548,PRD-000124,P0226,26,141.66,Cooling System,3683.16
CMP-0000549,PRD-000124,P0025,13,715.99,Engine Components,9307.87
CMP-0000550,PRD-000124,P0046,26,230.05,Engine Components,5981.3
CMP-0000551,PRD-000124,P0026,52,896.57,Engine Components,46621.64
CMP-0000552,PRD-000125,P0188,3,50.61,Structural,151.83
CMP-0000553,PRD-000125,P0182,12,161.84,Structural,1942.08
CMP-0000554,PRD-000125,P0084,12,379.88,Brake Systems,4558.56
CMP-0000555,PRD-000125,P0216,6,628.04,Structural,3768.24
CMP-0000556,PRD-000125,P0205,12,841.81,Structural,10101.72
CMP-0000557,PRD-000125,P0193,9,417.52,Structural,3757.68
CMP-0000558,PRD-000126,P0213,26,103.82,Structural,2699.32
CMP-0000559,PRD-000126,P0214,52,419.38,Structural,21807.76
CMP-0000560,PRD-000126,P0189,39,406.37,Structural,15848.43
CMP-0000561,PRD-000126,P0193,13,417.52,Structural,5427.76
CMP-0000562,PRD-000127,P0165,26,877.25,Hydraulics,22808.5
CMP-0000563,PRD-000127,P0159,13,326.35,Hydraulics,4242.55
CMP-0000564,PRD-000127,P0061,39,541.61,Brake Systems,21122.79
CMP-0000565,PRD-000127,P0082,52,328.01,Brake Systems,17056.52
CMP-0000566,PRD-000127,P0069,39,231.19,Brake Systems,9016.41
CMP-0000567,PRD-000127,P0057,13,445.7,Brake Systems,5794.1
CMP-0000568,PRD-000128,P0001,62,113.53,Engine Components,7038.86
CMP-0000569,PRD-000128,P0235,31,724.71,Cooling System,22466.01
CMP-0000570,PRD-000128,P0244,124,611.85,Cooling System,75869.4
CMP-0000571,PRD-000128,P0029,124,17.87,Engine Components,2215.88
CMP-0000572,PRD-000128,P0114,31,426.21,Electrical,13212.51
CMP-0000573,PRD-000128,P0104,31,612.93,Electrical,19000.83
CMP-0000574,PRD-000129,P0012,27,600.22,Engine Components,16205.94
CMP-0000575,PRD-000129,P0046,81,230.05,Engine Components,18634.05
CMP-0000576,PRD-000129,P0041,27,213.86,Engine Components,5774.22
CMP-0000577,PRD-000129,P0135,27,191.43,Electrical,5168.61
CMP-0000578,PRD-000129,P0098,81,765.49,Electrical,62004.69
CMP-0000579,PRD-000129,P0310,81,704.52,Fuel System,57066.12
CMP-0000580,PRD-000130,P0175,52,201.76,Hydraulics,10491.52
CMP-0000581,PRD-000130,P0213,104,103.82,Structural,10797.28
CMP-0000582,PRD-000130,P0265,104,332.04,Suspension,34532.16
CMP-0000583,PRD-000130,P0145,52,448.83,Hydraulics,23339.16
CMP-0000584,PRD-000130,P0203,78,502.87,Structural,39223.86
CMP-0000585,PRD-000130,P0137,52,241.78,Hydraulics,12572.56
CMP-0000586,PRD-000131,P0043,36,217.61,Engine Components,7833.96
CMP-0000587,PRD-000131,P0218,18,800.38,Cooling System,14406.84
CMP-0000588,PRD-000131,P0010,18,84.74,Engine Components,1525.32
CMP-0000589,PRD-000131,P0030,27,689.34,Engine Components,18612.18
CMP-0000590,PRD-000131,P0237,9,136.05,Cooling System,1224.45
CMP-0000591,PRD-000132,P0135,32,191.43,Electrical,6125.76
CMP-0000592,PRD-000132,P0141,8,539.01,Hydraulics,4312.08
CMP-0000593,PRD-000132,P0102,8,752.85,Electrical,6022.8
CMP-0000594,PRD-000132,P0175,16,201.76,Hydraulics,3228.16
CMP-0000595,PRD-000132,P0165,8,877.25,Hydraulics,7018.0
CMP-0000596,PRD-000133,P0149,88,300.24,Hydraulics,26421.12
CMP-0000597,PRD-000133,P0171,44,508.89,Hydraulics,22391.16
CMP-0000598,PRD-000133,P0275,44,550.8,Suspension,24235.2
CMP-0000599,PRD-000134,P0206,12,657.56,Structural,7890.72
CMP-0000600,PRD-000134,P0117,4,680.32,Electrical,2721.28
CMP-0000601,PRD-000134,P0212,16,868.87,Structural,13901.92
CMP-0000602,PRD-000134,P0123,16,773.21,Electrical,12371.36
CMP-0000603,PRD-000134,P0170,12,732.86,Hydraulics,8794.32
CMP-0000604,PRD-000134,P0110,12,368.69,Electrical,4424.28
CMP-0000605,PRD-000135,P0102,87,752.85,Electrical,65497.95
CMP-0000606,PRD-000135,P0041,87,213.86,Engine Components,18605.82
CMP-0000607,PRD-000135,P0012,29,600.22,Engine Components,17406.38
CMP-0000608,PRD-000135,P0049,87,371.32,Engine Components,32304.84
CMP-0000609,PRD-000135,P0233,58,22.17,Cooling System,1285.86
CMP-0000610,PRD-000136,P0124,12,849.33,Electrical,10191.96
CMP-0000611,PRD-000136,P0074,18,195.18,Brake Systems,3513.24
CMP-0000612,PRD-000136,P0113,24,235.54,Electrical,5652.96
CMP-0000613,PRD-000137,P0238,38,288.41,Cooling System,10959.58
CMP-0000614,PRD-000137,P0028,76,582.25,Engine Components,44251.0
CMP-0000615,PRD-000137,P0112,19,726.64,Electrical,13806.16
CMP-0000616,PRD-000137,P0309,38,365.25,Fuel System,13879.5
CMP-0000617,PRD-000137,P0016,76,660.28,Engine Components,50181.28
CMP-0000618,PRD-000137,P0023,76,209.1,Engine Components,15891.6
CMP-0000619,PRD-000138,P0257,60,883.12,Suspension,52987.2
CMP-0000620,PRD-000138,P0214,60,419.38,Structural,25162.8
CMP-0000621,PRD-000138,P0154,15,854.04,Hydraulics,12810.6
CMP-0000622,PRD-000138,P0282,60,607.96,Suspension,36477.6
CMP-0000623,PRD-000138,P0215,60,81.22,Structural,4873.2
CMP-0000624,PRD-000138,P0281,30,130.15,Suspension,3904.5
CMP-0000625,PRD-000139,P0169,36,80.56,Hydraulics,2900.16
CMP-0000626,PRD-000139,P0177,36,430.87,Structural,15511.32
CMP-0000627,PRD-000139,P0118,27,569.67,Electrical,15381.09
CMP-0000628,PRD-000139,P0186,9,236.58,Structural,2129.22
CMP-0000629,PRD-000140,P0032,10,689.82,Engine Components,6898.2
CMP-0000630,PRD-000140,P0016,40,660.28,Engine Components,26411.2
CMP-0000631,PRD-000140,P0106,20,97.65,Electrical,1953.0
CMP-0000632,PRD-000140,P0036,30,445.1,Engine Components,13353.0
CMP-0000633,PRD-000141,P0237,40,136.05,Cooling System,5442.0
CMP-0000634,PRD-000141,P0128,40,127.95,Electrical,5118.0
CMP-0000635,PRD-000141,P0112,20,726.64,Electrical,14532.8
CMP-0000636,PRD-000141,P0023,20,209.1,Engine Components,4182.0
CMP-0000637,PRD-000141,P0230,80,282.38,Cooling System,22590.4
CMP-0000638,PRD-000141,P0029,80,17.87,Engine Components,1429.6
CMP-0000639,PRD-000142,P0110,48,368.69,Electrical,17697.12
CMP-0000640,PRD-000142,P0107,72,728.81,Electrical,52474.32
CMP-0000641,PRD-000142,P0002,72,666.78,Engine Components,48008.16
CMP-0000642,PRD-000142,P0014,24,342.61,Engine Components,8222.64
CMP-0000643,PRD-000142,P0099,72,605.2,Electrical,43574.4
CMP-0000644,PRD-000142,P0108,48,555.98,Electrical,26687.04
CMP-0000645,PRD-000143,P0203,42,502.87,Structural,21120.54
CMP-0000646,PRD-000143,P0185,14,544.26,Structural,7619.64
CMP-0000647,PRD-000143,P0090,42,582.71,Brake Systems,24473.82
CMP-0000648,PRD-000143,P0276,56,594.42,Suspension,33287.52
CMP-0000649,PRD-000143,P0261,14,75.72,Suspension,1060.08
CMP-0000650,PRD-000143,P0192,14,628.9,Structural,8804.6
CMP-0000651,PRD-000144,P0254,15,671.91,Suspension,10078.65
CMP-0000652,PRD-000144,P0194,10,372.69,Structural,3726.9
CMP-0000653,PRD-000144,P0164,15,173.81,Hydraulics,2607.15
CMP-0000654,PRD-000145,P0099,18,605.2,Electrical,10893.6
CMP-0000655,PRD-000145,P0108,36,555.98,Electrical,20015.28
CMP-0000656,PRD-000145,P0034,36,792.67,Engine Components,28536.12
CMP-0000657,PRD-000145,P0132,18,680.53,Electrical,12249.54
CMP-0000658,PRD-000146,P0198,75,122.46,Structural,9184.5
CMP-0000659,PRD-000146,P0176,50,81.43,Structural,4071.5
CMP-0000660,PRD-000146,P0193,75,417.52,Structural,31314.0
CMP-0000661,PRD-000146,P0206,100,657.56,Structural,65756.0
CMP-0000662,PRD-000147,P0038,58,481.99,Engine Components,27955.42
CMP-0000663,PRD-000147,P0010,29,84.74,Engine Components,2457.46
CMP-0000664,PRD-000147,P0222,87,40.62,Cooling System,3533.94
CMP-0000665,PRD-000148,P0161,9,625.79,Hydraulics,5632.11
CMP-0000666,PRD-000148,P0187,36,856.45,Structural,30832.2
CMP-0000667,PRD-000148,P0259,36,601.55,Suspension,21655.8
CMP-0000668,PRD-000148,P0162,36,656.26,Hydraulics,23625.36
CMP-0000669,PRD-000148,P0179,36,249.13,Structural,8968.68
CMP-0000670,PRD-000148,P0211,36,889.75,Structural,32031.0
CMP-0000671,PRD-000149,P0117,25,680.32,Electrical,17008.0
CMP-0000672,PRD-000149,P0181,50,146.86,Structural,7343.0
CMP-0000673,PRD-000149,P0170,75,732.86,Hydraulics,54964.5
CMP-0000674,PRD-000150,P0129,16,514.49,Electrical,8231.84
CMP-0000675,PRD-000150,P0025,24,715.99,Engine Components,17183.76
CMP-0000676,PRD-000150,P0117,16,680.32,Electrical,10885.12
CMP-0000677,PRD-000151,P0156,100,449.38,Hydraulics,44938.0
CMP-0000678,PRD-000151,P0067,75,564.73,Brake Systems,42354.75
CMP-0000679,PRD-000151,P0137,50,241.78,Hydraulics,12089.0
CMP-0000680,PRD-000151,P0116,25,750.05,Electrical,18751.25
CMP-0000681,PRD-000151,P0101,50,813.98,Electrical,40699.0
CMP-0000682,PRD-000151,P0157,50,372.89,Hydraulics,18644.5
CMP-0000683,PRD-000152,P0012,8,600.22,Engine Components,4801.76
CMP-0000684,PRD-000152,P0038,8,481.99,Engine Components,3855.92
CMP-0000685,PRD-000152,P0308,32,108.69,Fuel System,3478.08
CMP-0000686,PRD-000152,P0290,16,315.74,Fuel System,5051.84
CMP-0000687,PRD-000152,P0040,8,345.48,Engine Components,2763.84
CMP-0000688,PRD-000153,P0002,4,666.78,Engine Components,2667.12
CMP-0000689,PRD-000153,P0237,4,136.05,Cooling System,544.2
CMP-0000690,PRD-000153,P0228,12,498.74,Cooling System,5984.88
CMP-0000691,PRD-000154,P0160,20,121.78,Hydraulics,2435.6
CMP-0000692,PRD-000154,P0155,5,506.33,Hydraulics,2531.65
CMP-0000693,PRD-000154,P0186,10,236.58,Structural,2365.8
CMP-0000694,PRD-000155,P0063,36,563.15,Brake Systems,20273.4
CMP-0000695,PRD-000155,P0071,144,21.92,Brake Systems,3156.48
CMP-0000696,PRD-000155,P0186,108,236.58,Structural,25550.64
CMP-0000697,PRD-000155,P0282,72,607.96,Suspension,43773.12
CMP-0000698,PRD-000155,P0054,72,374.68,Brake Systems,26976.96
CMP-0000699,PRD-000156,P0106,39,97.65,Electrical,3808.35
CMP-0000700,PRD-000156,P0137,26,241.78,Hydraulics,6286.28
CMP-0000701,PRD-000156,P0190,13,735.61,Structural,9562.93
CMP-0000702,PRD-000156,P0182,39,161.84,Structural,6311.76
CMP-0000703,PRD-000156,P0128,13,127.95,Electrical,1663.35
CMP-0000704,PRD-000156,P0192,26,628.9,Structural,16351.4
CMP-0000705,PRD-000157,P0134,63,75.73,Electrical,4770.99
CMP-0000706,PRD-000157,P0110,21,368.69,Electrical,7742.49
CMP-0000707,PRD-000157,P0192,21,628.9,Structural,13206.9
CMP-0000708,PRD-000157,P0106,42,97.65,Electrical,4101.3
CMP-0000709,PRD-000157,P0177,84,430.87,Structural,36193.08
CMP-0000710,PRD-000158,P0126,116,209.19,Electrical,24266.04
CMP-0000711,PRD-000158,P0047,116,100.78,Engine Components,11690.48
CMP-0000712,PRD-000158,P0052,29,777.29,Engine Components,22541.41
CMP-0000713,PRD-000159,P0130,25,782.16,Electrical,19554.0
CMP-0000714,PRD-000159,P0196,25,566.03,Structural,14150.75
CMP-0000715,PRD-000159,P0096,25,651.7,Electrical,16292.5
CMP-0000716,PRD-000159,P0195,75,495.2,Structural,37140.0
CMP-0000717,PRD-000159,P0239,100,131.3,Cooling System,13130.0
CMP-0000718,PRD-000159,P0194,50,372.69,Structural,18634.5
CMP-0000719,PRD-000160,P0245,15,94.92,Cooling System,1423.8
CMP-0000720,PRD-000160,P0227,15,605.15,Cooling System,9077.25
CMP-0000721,PRD-000160,P0308,20,108.69,Fuel System,2173.8
CMP-0000722,PRD-000160,P0292,5,484.48,Fuel System,2422.4
CMP-0000723,PRD-000160,P0249,5,554.92,Cooling System,2774.6
CMP-0000724,PRD-000160,P0022,10,676.11,Engine Components,6761.1
CMP-0000725,PRD-000161,P0110,88,368.69,Electrical,32444.72
CMP-0000726,PRD-000161,P0094,88,355.9,Electrical,31319.2
CMP-0000727,PRD-000161,P0295,44,611.46,Fuel System,26904.24
CMP-0000728,PRD-000161,P0005,88,497.27,Engine Components,43759.76
CMP-0000729,PRD-000161,P0122,88,70.11,Electrical,6169.68
CMP-0000730,PRD-000161,P0042,44,535.77,Engine Components,23573.88
CMP-0000731,PRD-000162,P0121,38,71.84,Electrical,2729.92
CMP-0000732,PRD-000162,P0110,57,368.69,Electrical,21015.33
CMP-0000733,PRD-000162,P0118,19,569.67,Electrical,10823.73
CMP-0000734,PRD-000162,P0113,38,235.54,Electrical,8950.52
CMP-0000735,PRD-000162,P0132,19,680.53,Electrical,12930.07
CMP-0000736,PRD-000162,P0098,38,765.49,Electrical,29088.62
CMP-0000737,PRD-000163,P0144,26,76.03,Hydraulics,1976.78
CMP-0000738,PRD-000163,P0175,52,201.76,Hydraulics,10491.52
CMP-0000739,PRD-000163,P0078,26,639.52,Brake Systems,16627.52
CMP-0000740,PRD-000163,P0209,26,181.96,Structural,4730.96
CMP-0000741,PRD-000163,P0174,26,554.52,Hydraulics,14417.52
CMP-0000742,PRD-000163,P0197,52,501.06,Structural,26055.12
CMP-0000743,PRD-000164,P0174,39,554.52,Hydraulics,21626.28
CMP-0000744,PRD-000164,P0168,52,847.84,Hydraulics,44087.68
CMP-0000745,PRD-000164,P0182,13,161.84,Structural,2103.92
CMP-0000746,PRD-000164,P0253,26,855.2,Suspension,22235.2
CMP-0000747,PRD-000165,P0200,40,213.86,Structural,8554.4
CMP-0000748,PRD-000165,P0155,40,506.33,Hydraulics,20253.2
CMP-0000749,PRD-000165,P0210,10,53.63,Structural,536.3
CMP-0000750,PRD-000165,P0145,10,448.83,Hydraulics,4488.3
CMP-0000751,PRD-000166,P0116,16,750.05,Electrical,12000.8
CMP-0000752,PRD-000166,P0113,24,235.54,Electrical,5652.96
CMP-0000753,PRD-000166,P0133,24,32.15,Electrical,771.6
CMP-0000754,PRD-000166,P0287,8,511.45,Fuel System,4091.6
CMP-0000755,PRD-000166,P0298,8,445.67,Fuel System,3565.36
CMP-0000756,PRD-000166,P0307,24,751.34,Fuel System,18032.16
